Paragraph_ID,Doc_ID,Country,Year,Document_Name,text
72,1,CAN,2022,Canada's National Quantum Strategy,"The Government of Canada is also providing $5.4 million over six years to NSERC CREATE toward developing research skills; training in areas such as professional skills, communication and collaboration; and mentoring activities for trainees. These initiatives will involve a group of accomplished researchers who work collaboratively to offer a defined research training program to trainees in areas aligned with NQS priorities.  Stakeholders stressed the importance of linkages to international pools of talent to complement Canadian strengths. Alliance International grants will enable academic Canadian researchers to work with international trainees to further academic-led projects. Additionally, several federal departments, including Immigration, Refugees and Citizenship Canada and Global Affairs Canada (GAC), are working to attract quantum talent to Canada by including quantum expertise in the list of desired qualifications.  Beyond the NQS, other Government of Canada funding has the opportunity to support research related to quantum technologies. For instance, Budget 2022 proposed $17.7 million over five years, starting in 2022–23, and $5.5 million thereafter until 2031–32, for the CSE to establish a unique research chair program to fund academics to conduct research on cutting-edge technologies relevant to CSE’s activities such as quantum technologies and AI.  Improving diversity in the talent pool  To ensure Canada benefits from the perspectives of a diverse pool of talent, it is critical to make diversity and inclusion hallmarks of talent efforts under the NQS. Representation in key fields relevant to the quantum sector is currently imbalanced, so Canada is missing out on a critical supply of new ideas and talent in a highly competitive international market. The NQS provides an opportunity to make a concerted effort to build an inclusive talent ecosystem in an area of national priority, by testing new approaches to attracting diverse talent to the field, supporting under-represented groups at all career stages and addressing systemic bias in the selection of talent for the quantum workforce.  The Government of Canada commits to fostering the full spectrum of ways it can address representation imbalances and support the people and communities who will advance quantum science and technologies. As approaches are being considered, NQS programs will pursue incremental gains in representation by implementing gender-based analysis approaches to equity, diversity and inclusion (EDI). Given current realities and a highly competitive international market for talent, sustained effort over time will be required to realize meaningful progress and will be a key consideration in the development of roadmaps under the NQS missions.  At the early stages of the talent pipeline, initiatives include Let’s Talk Science, a program to promote youth skills development and engagement in science, technology, engineering and math (STEM). Since 2015, Innovation, Science and Economic Development Canada (ISED) has provided $22.5 million to enable the organization to deliver STEMbased programming for early years to grade 12 youth, build career awareness among students and teachers, and offer career-building volunteer opportunities to post-secondary students. These types of activities will be essential to growing expertise in quantum technologies among people of all communities, and establishing a pipeline to supply the research and businesses sectors.  Additionally, the program’s broad community-based approach encourages youth from under-represented groups, such as girls, Indigenous youth, youth with disabilities, at-risk youth, and those in rural or remote locations, to develop life-long learning habits and curiosity toward STEM fields such as quantum science and technologies.  NSERC, through the Tri-Agency EDI Action Plan, aims to support equitable access to funding opportunities for all researchers and students. For example, Alliance and CREATE funding opportunities require grantees to report on practices that support EDI. Alliance grants also include EDI as an integral consideration in the assessment of applications.  The Perimeter Institute’s initiatives to enhance EDI in theoretical physics and related fields include the Perimeter Scholars International Masters program and the International Summer School for Young Physicists, which have trained nearly equal numbers of participants across genders. To attract and retain more students, Perimeter is also launching the PSI START program, which aims to increase the numbers of undergraduate students from under-represented groups who pursue further studies in physics. The program will offer online schooling, as well as opportunities for a select number of trainees to participate in research with scientists at Perimeter."
73,1,CAN,2022,Canada's National Quantum Strategy,"Commercialization: Translating research into commercial outcomes  Driven by the development of new technologies that promise economic and societal benefits, many nations around the world are pursuing the commercial development of quantum technologies. Canada has been an early mover, leading to many quantum firsts, and Canadian quantum entrepreneurs are wellpositioned to take advantage of the opportunities.  Canada has a growing ecosystem of start-ups, service providers, and larger domestic and multinational firms. A recent Statistics Canada analysis of 50 quantum companies between 2016 and 2019 shows healthy growth, with an increase in the number of companies (+58%), an increase in average sales (+30%) and an increase in employment numbers (+59%).7 Canadian businesses are also beginning to coordinate their activities by establishing industry associations such as Quantum Industry Canada. The technology mentoring program Creative Destruction Lab has spurred growth in the quantum sector by helping launch more than 50 quantum firms through its four quantum streams.  With large multi-nationals in the marketplace, Canadian companies need more resources to compete effectively. In addition to addressing challenges in securing investment, the sector needs to scale by identifying Canadian first adopters of its products and growing connections to international supply chains. Canadian firms and governments that could benefit from adopting new quantum innovations need to play a more active role in working with the quantum sector to drive product development. This will enhance their own ability to succeed in a more competitive and technologicallyenabled global environment."
74,1,CAN,2022,Canada's National Quantum Strategy,"The Government of Canada is committed to making quantum a Canadian scale-up success story by continuing to support growth as the industry expands and global competition for investment becomes fiercer.  Actions to date  The Government of Canada has supported the incubation, start-up and scale-up of leading quantum businesses of all sizes. For example, the NRC’s Industrial Research Assistance Program (IRAP) has provided funding and business supports for Canadian quantum small and medium-sized enterprises. Quantum technology firms have also received Government of Canada funding through ISC and regional development agencies such as the Federal Economic Development Agency for Southern Ontario (FedDev Ontario), Western Economic Diversification (WD) and Canada Economic Development for Quebec Regions (CED). Additionally, GAC’s Canadian International Innovation Program, in partnership with NRC IRAP, has delivered funding to Canadian small and medium-sized enterprises to undertake collaborative R&D and technology matchmaking missions with foreign industrial partners in the quantum space.  In addition, the Government of Canada has supported large projects and national innovation ecosystems through the SIF, including a $40-million contribution to Vancouver-based D-Wave in March 2021. To meet the industry’s risk capital needs for a number of disruptive technologies—including quantum— the Business Development Bank of Canada (BDC) launched the $200 million Deep Tech Venture Fund with investments in Xanadu of Toronto and Nord Quantique in Sherbrooke in 2022. BDC is a strong supporter of quantum start-ups, having engaged and supported many across the country. BDC was also an early investor in D-Wave.  The Government of Canada also funds commercial projects that support strategic priorities such as defence and security. For example, the DND’s IDEaS program supported innovators with $8.2 million to develop field-deployable quantum sensing technologies.  The way forward  To support R&D, scale up firms and drive the adoption of commercial applications, the Government of Canada will accelerate the development, prototyping and testing of strategic quantum products and services to bring them to market quicker, and support innovative firms to help them grow in Canada and globally. The Government of Canada will also develop and de-risk the market for quantum technologies through the procurement of new quantum products, processes and services that deliver on key government priorities. This will facilitate the adoption of these technologies by the public and private sectors.  The quantum business community has had success in securing support under a range of federal programs, such as SIF, BDC Deep Tech Venture Fund, IDEaS programs and others, and these programs could make additional investments in quantum. The way forward may also include support from the innovation and investment agency announced in Budget 2022. This agency will work with new and established Canadian industries and businesses to help them make the investments they need to innovate, grow, create jobs and be competitive in the changing global economy. Moving forward in the development of the NQS missions, near-, medium- and long-term needs of the quantum industry will be identified, and ways to adjust programming and respond to needs over time will be advanced.  Bringing new quantum technologies to market  Under the NQS, the Government of Canada will provide $50 million over seven years to expand the NRC’s Internet of Things: Quantum Sensors Challenge and launch its Applied Quantum Computing Challenge to:  •  Enable the development of revolutionary sensors that harness the extreme sensitivity of quantum systems to provide enhanced precision, sensitivity, rates and range of measurable phenomena; and"
75,1,CAN,2022,Canada's National Quantum Strategy,•  Support commercial innovation and build on Canada’s position as a global leader in applied quantum computing by developing new
76,1,CAN,2022,Canada's National Quantum Strategy,"algorithms, hardware and applications that harness the power of quantum computers.  Supporting Canadian firms and connecting them together  Through the Regional Economic Growth through Innovation (REGI) program, CED, FedDev Ontario, PrairiesCan and PacifiCan will deliver $70 million over seven years in quantum funding. REGI will support high-potential projects and commercialization activities to help scale up Canadian companies of any size involved in quantum and quantum-related technologies in key regional quantum hubs across Canada: Quebec, Ontario, Alberta and British Columbia. In June 2022, FedDev Ontario launched a funding call to support eligible businesses in southern Ontario to advance and commercialize their quantum products and solutions for domestic and global markets.  Under the NQS, the Government of Canada will provide $14 million over seven years to the Global Innovation Clusters to speed up growth in Canada’s quantum technologies industry by encouraging industry leaders, small and medium-sized enterprises, and post-secondary institutions to collaborate on large-scale quantum projects.  Creating a domestic market for quantum innovations  ISC enables the Government of Canada to use its R&D procurement spending (contracts) and grants to support the growth and scale-up of firms. Under the NQS, the Government of Canada will provide $35 million over seven years to assist innovative Canadian businesses solve pressing challenges by facilitating operational-prototype testing of late-stage R&D.  The Department of National Defence and Canadian Armed Forces Quantum Science and Technology (S&T) Strategy will advance defence interests by transitioning quantum technologies into capabilities. The S&T Strategy will achieve this by advancing research and engineering, building domestic and international partnerships, and growing the Canadian talent pool.  The Government of Canada will play a pivotal role in Canada’s quantum future by advancing the needs of the country; partnering with Canadian quantum companies to co-develop solutions; and making strategic use of policy, programming and procurement. The result will be a win-win partnership: Canadians will benefit from quantum applications while Canadian quantum companies will supply the world with sought-after solutions."
77,1,CAN,2022,Canada's National Quantum Strategy,"T o achieve the objectives of the NQS, the  Government of Canada needs to establish  mechanisms to tap into thought leadership and engage representatives along the entire innovation continuum—from researchers and companies to end users and government, including policy makers. Coordinated governance will position Canada to take advantage of research and commercial opportunities and increase awareness and adoption.  To help grow the quantum sector and ensure that the NQS remains on track, a Quantum Advisory Council will be established to provide impartial advice to government. The Council will draw on expertise, experience and knowledge of best practices from the industry, academic, not-for-profit and investment communities, as well as receptor industries. The Council could include representation from associations such as Quantum Industry Canada, as it will be important to engage the developer and user communities when identifying the needs of Canadian businesses.  Ongoing stakeholder engagement will be critical to achieving the goals of each of the three NQS missions. Mission-specific working groups representing the full innovation continuum will develop roadmaps including activities, milestones and potential investments. The Government of Canada will use the roadmaps to inform future quantum investments.  For the NQS to succeed, the quantum efforts of federal departments and agencies must be better coordinated and aligned. An interdepartmental Quantum Committee involving all federal departments with an interest in quantum will ensure coordination and connections to the broader Canadian quantum ecosystem. The NQS Secretariat will support these groups to facilitate the implementation of external advice and identify needs, opportunities, activities and programming.  The NQS Secretariat will also provide a focal point of contact, internal and external, to connect the ecosystem, providing information on opportunities and sources of support, and facilitating the adoption of quantum technologies by bringing together the user community and developing use cases in key sectors."
78,1,CAN,2022,Canada's National Quantum Strategy,"Provincial and international collaboration  M utually beneficial collaboration will be  critical to the success of the NQS,  including among domestic businesses  and researchers, within federal departments, with  provincial governments, and between Canadian  stakeholders and international partners.  Several provincial governments (Quebec, Ontario, Alberta and British Columbia) have identified quantum as a priority in their science and research agendas, and provided funding to the quantum hubs in their provinces:  • The Government of Quebec has invested heavily in quantum technologies, committing nearly $200 million in R&D for quantum projects from 2019 to 2026, including $131 million for the creation of a Sherbrooke Quantum Innovation Zone centred at the Institut Quantique de Sherbrooke. These investments also include $87.5 million for access to state-of-the-art quantum computing infrastructure, including a quantum computing hub at the Institut Quantique (IBM Quantum Hub), an IBM discovery accelerator, a quantum computer from IBM Q System One, located in Quebec, as well as a quantum computer from Anyon Systems for public research. In addition, Quebec has funded Canada’s first quantum communications loop, which will be located in the Sherbrooke Quantum Innovation Zone, and has invested more than $8 million in quantum innovation projects of startups and SMEs.  •  In 2021, the Government of Ontario announced an investment of $24 million over two years to the Perimeter Institute for Theoretical Physics, which has received nearly $137 million in provincial funding since it was founded in 1999. Between 2014 and 2018, the province funded the Institute for Quantum Computing with close to $25 million, making Waterloo a global centre for development and commercialization of quantum technologies."
79,1,CAN,2022,Canada's National Quantum Strategy,"•  Since 2016, the Government of Alberta has invested $22 million in quantum-based university R&D, of which $6.1 million was to establish Alberta as a hub for quantum technologies in Canada. Recently, the province announced that $67.5 million in funding will be provided over three years through the implementation of the Alberta Technology and Innovation Strategy to accelerate commercialization of technologies in artificial intelligence and quantum science. This includes funding to establish Quantum City, a world-class quantum science and technology hub at the University of Calgary in a strategic partnership with the University of Alberta and the University of Lethbridge."
80,1,CAN,2022,Canada's National Quantum Strategy,"•  In 2019, the Government of British Columbia committed $17 million over five years to establish the Quantum Algorithms Institute."
81,1,CAN,2022,Canada's National Quantum Strategy,"Under the NQS, the Government of Canada will seek out collaboration opportunities with all provinces and territories, and provide funding to expand activities and partnerships. The NQS will align Canada’s efforts to build quantum capabilities across the country.  Linkages to the international community are crucial to success. Canadian researchers are actively working with international colleagues to create new knowledge, push the boundaries of understanding and develop new technologies that will serve our common interest. Canada is a leader in both the number and the quality of quantum publications with impacts among G20 countries.8 Almost 70% of Canadian quantum publications are produced in collaboration with international partners.  Canadian Institute for Advanced Research  CIFAR is a Canadian-based global research  organization that brings together international,  interdisciplinary researchers who work together  for five-year terms. Two major quantum  projects were renewed in 2019: quantum  materials and quantum information science.  Despite Canada’s considerable strength in quantum research and technology, the reality is that no single country can succeed in realizing a quantumenabled future by going it alone. Progress on key areas of quantum research will require deepening collaborations with international centres of expertise. Rather than simply competing for a small global talent supply, Canada must work with key partners to increase and diversify the collective talent pool.   International collaboration is also critical to ensure the Canadian quantum industry has strong connections to the global pool of ideas and to key international markets. In developing a more deliberate Canadian approach to international collaboration on quantum science, technology and innovation, it will be important to strike the right balance between open collaboration and Canada’s security interests, with a focus on working closely with trusted allies.  Because of existing connections with the international quantum community, Canada is able to work with partners to accelerate the development of mutually beneficial key technologies. The Government of Canada is pursuing opportunities to work with like-minded nations to deepen collaboration and opportunities.  For example, the NSERC-UK Research and Innovation (UKRI) Quantum Technologies Competition brings together business, academic and government partners to develop quantum technologies. The first formal partnership between NSERC and the U.S. National Science Foundation, announced in June 2021, paves the way for research collaborations on emerging technologies, including quantum. NSERC and the European Commission, under the banner of Horizon Europe, are also partnering on quantum technologies. The Government of Canada continues to support international collaboration and launched an international quantum stream of the NSERC Alliance grants program.  Going forward, the Government of Canada commits to strengthening country-to-country collaboration bilaterally and multilaterally, with a focus on key allies. Along with jointly advancing knowledge, this approach will position Canada to ensure interoperability of these technologies and contribute to emerging supply chains in areas of sensitive technologies as well as quantum technologies more broadly.  When it comes to the development of sensitive technologies, it will be important to consider both the benefits and the risks of sharing knowledge. Threats posed by foreign interference and espionage are a challenge for Canada’s research community. Cuttingedge research and intellectual property in emerging domains, including quantum, can be an attractive target. It is important that research security measures be applied to prevent unauthorized use of and access to knowledge, data and results. Insufficient protections can allow hostile threat actors to exploit Canadian innovation, which may result in negative effects on the safety and security of Canadians, as well as missed opportunities to put Canada’s innovations into action and grow the economy."
82,1,CAN,2022,Canada's National Quantum Strategy,"To help protect Canada’s quantum research, initiatives under the NQS will take into account national security considerations to ensure Canada’s investments in quantum are maximized for Canadian benefit. These initiatives will follow Canada’s new National Security Guidelines for Research Partnerships, announced in July 2021, and the Guidelines on the National Security Review of Investments, announced in March 2021. Resources such as the Safeguarding Your Research Portal and the Safeguarding Science Initiative will also be used to inform researchers about the threat environment and offer tools to help them recognize and mitigate specific risks.  To maximize opportunities to work with international partners, the Government of Canada will seek to:  • Develop a talent pipeline to attract quantum expertise to Canada and help grow the global quantum community;  •  Augment skills of the Canadian quantum workforce;"
83,1,CAN,2022,Canada's National Quantum Strategy,•  Integrate into global supply chains to ensure there is a market for Canadian products; and
84,1,CAN,2022,Canada's National Quantum Strategy,•  Increase interoperability with technologies produced by like-minded partners.
85,1,CAN,2022,Canada's National Quantum Strategy,"To strengthen the talent pipeline, the Government of Canada will work with Mitacs to facilitate integrated work placements for foreign experts in Canadian industry. As well, GAC’s Trade Commissioner Service (TCS) will be leveraged to facilitate Canadian firms’ access to foreign markets and help them export their products abroad.  Additionally, the TCS, in partnership with Invest in Canada, will support the NQS through the Foreign Direct Investment Attraction Strategy by promoting foreign direct investments from and R&D partnerships with like-minded countries, while keeping security implications in mind.  The TCS and Canada’s network of missions abroad can also support the NQS through Canadian International Innovation Program investments and by facilitating international partnerships and activities in line with NQS objectives. Going forward, international marketing opportunities will also be considered."
86,1,CAN,2022,Canada's National Quantum Strategy,"T his strategy is another step toward success  in quantum. Over the coming months, the  Government of Canada will launch additional funding calls and consider other supports in general industrial and research support programs. The quantum community is encouraged to continue to make use of related programming to bolster the development of quantum technologies.  Funding alone is insufficient. The surest way to succeed in the quantum technologies race is to work together. It is essential to co-develop roadmaps and milestones, along with ways to accurately report on progress, allowing Canada to be nimble in the rapidly evolving quantum technologies landscape. After the working groups develop roadmaps and milestones for each mission, the Government of Canada will be better positioned to take informed next steps toward strengthening Canada’s quantum ecosystem.  That is why the Government of Canada will continue its ongoing dialogue with stakeholders, provinces and like-minded nations, and deepen its collaborations to ensure that all elements are in place for success."
87,1,CAN,2022,Canada's National Quantum Strategy,RESEARCH PILLAR
88,1,CAN,2022,Canada's National Quantum Strategy,"Research will be supported through programming at the Natural Sciences and Engineering Research Council of Canada (NSERC) and the National Research Council of Canada (NRC):  •  NSERC Alliance grants program ($132.5 million over seven years), specifically"
89,1,CAN,2022,Canada's National Quantum Strategy,•  Alliance Quantum grants ($62.4 million over seven years)
90,1,CAN,2022,Canada's National Quantum Strategy,•  Alliance International Quantum grants ($29.7 million over seven years)
91,1,CAN,2022,Canada's National Quantum Strategy,•  Alliance Consortia Quantum grants ($40.4 million over seven years)
92,1,CAN,2022,Canada's National Quantum Strategy,•  NRC’s Quantum Research and Development Initiative ($9 million over six years)
93,1,CAN,2022,Canada's National Quantum Strategy,Related programming
94,1,CAN,2022,Canada's National Quantum Strategy,"In addition to the funding mechanisms in the NQS, a number of other Government of Canada research funding programs can support the achievement of NQS objectives and missions, including:  Tri-agency programming  Canada 150 Research Chairs Program (C150) – Granting Agencies  • Enhances Canada’s reputation as a global centre for science, research and innovation excellence.  Canada Excellence Research Chairs Program (CERC)  – Granting Agencies  • Helps Canadian universities build on Canada’s reputation as a global leader in research and innovation.  Canada First Research Excellence Fund (CFREF) – Granting Agencies  •  Supports Canadian post-secondary institutions in turning their key strengths into world-leading capabilities."
95,1,CAN,2022,Canada's National Quantum Strategy,New Frontiers in Research Fund (NFRF) – Granting Agencies
96,1,CAN,2022,Canada's National Quantum Strategy,•  Advances ground-breaking research.
97,1,CAN,2022,Canada's National Quantum Strategy,NSERC programming  Discovery Grants  •  Support ongoing programs of research with long-term goals.
98,1,CAN,2022,Canada's National Quantum Strategy,NSERC-National Science Foundation – Collaboration on quantum science and artificial intelligence
99,1,CAN,2022,Canada's National Quantum Strategy,"•  NSERC and the U.S. National Science Foundation (NSF) signed a memorandum of understanding on research cooperation. This overarching framework provides the basis for collaboration between NSERC and the NSF, with the first funding opportunity focused on discoveries and innovations in the areas of quantum science and artificial intelligence."
100,1,CAN,2022,Canada's National Quantum Strategy,"Federal department programming  Canadian International Innovation Program (CIIP) – Global Affairs Canada  • Supports Canadian companies to pursue international R&D collaboration with a foreign partner on projects that have the potential for commercialization.  Innovation for Defence Excellence and Security  (IDEaS) – Department of National Defence (DND), including Defence Research and Development Canada (DRDC)  •  Fosters innovation to solve some of Canada’s toughest defence and security challenges, and previously launched a call for proposals on quantum sensors."
101,1,CAN,2022,Canada's National Quantum Strategy,•  There is a potential for additional quantum calls for proposals in the future.
102,1,CAN,2022,Canada's National Quantum Strategy,Federal agency programming  Innovation Fund – Canada Foundation for Innovation (CFI)  •  Provides investments in infrastructure across the full spectrum of research.
103,1,CAN,2022,Canada's National Quantum Strategy,John R. Evans Leaders Fund – Canada Foundation for Innovation (CFI)
104,1,CAN,2022,Canada's National Quantum Strategy,•  Helps institutions attract and retain the best researchers.
105,1,CAN,2022,Canada's National Quantum Strategy,"Third-party organizations  Perimeter Institute for Theoretical Physics  • Leads scientific research, training and educational outreach in foundational theoretical physics."
106,1,CAN,2022,Canada's National Quantum Strategy,TALENT PILLAR
107,1,CAN,2022,Canada's National Quantum Strategy,Talent will be supported through programming at NSERC and Mitacs:  •  NSERC CREATE grants program ($5.4 million over six years)
108,1,CAN,2022,Canada's National Quantum Strategy,•  Mitacs ($40 million over six years)
109,1,CAN,2022,Canada's National Quantum Strategy,Related programming
110,1,CAN,2022,Canada's National Quantum Strategy,"In addition to the funding mechanisms in the NQS, a number of other federal talent and immigration programs have the potential to support the achievement of NQS objectives and missions, including:  Immigration, Refugees and Citizenship Canada programming  Canadian Experience Class  •  Targets current and former temporary foreign workers and international students."
111,1,CAN,2022,Canada's National Quantum Strategy,•  Applicants require at least one year’s work experience in a high-skilled occupation in Canada and official language proficiency.
112,1,CAN,2022,Canada's National Quantum Strategy,Federal Skilled Trades Program  •  Targets individuals in certain high-skilled trades.
113,1,CAN,2022,Canada's National Quantum Strategy,"•  Applicants with a job offer or Canadian qualifications in these trades may be eligible for permanent residence if they have sufficient language proficiency, training and work experience in a trade."
114,1,CAN,2022,Canada's National Quantum Strategy,Federal Skilled Worker Program  •  Targets individuals with high-skilled work experience and high human capital.
115,1,CAN,2022,Canada's National Quantum Strategy,"•  Applicants are awarded points based on criteria such as age, official language proficiency and education."
116,1,CAN,2022,Canada's National Quantum Strategy,Global Skills Strategy
117,1,CAN,2022,Canada's National Quantum Strategy,"•  Features faster application processing times, work permit exemptions and enhanced customer service to help employers find highly skilled workers faster."
118,1,CAN,2022,Canada's National Quantum Strategy,Provincial Nominee Program
119,1,CAN,2022,Canada's National Quantum Strategy,•  A jointly administered immigration program that enables provinces and territories (PT) to address their specific economic development needs while distributing the benefits of economic immigration across all regions of Canada.
120,1,CAN,2022,Canada's National Quantum Strategy,"•  Currently, PTs administer more than 80 different immigration streams targeting students, entrepreneurs and workers across all skill levels."
121,1,CAN,2022,Canada's National Quantum Strategy,"Other federal department programming  Global Talent Stream – Employment and Social Development Canada (ESDC), part of the Temporary Foreign Worker Program  •  Designed for innovative firms in Canada that are referred to ESDC by a designated referral partner and that need unique and specialized foreign nationals to scale up and grow."
122,1,CAN,2022,Canada's National Quantum Strategy,•  It is also intended for firms in Canada that need to fill an in-demand highly skilled position on the Global Talent Occupations List.
123,1,CAN,2022,Canada's National Quantum Strategy,Postdoctoral Fellowship/Research Programs – Government of Canada
124,1,CAN,2022,Canada's National Quantum Strategy,•  The NRC and other science-based departments and agencies offer early career scientists access to world-class facilities and the opportunity to work alongside multidisciplinary teams of expert researchers on projects of critical importance to Canada. Fellows are normally offered a two-year term appointment.
125,1,CAN,2022,Canada's National Quantum Strategy,Research Affiliate Program – Public Service Commission of Canada
126,1,CAN,2022,Canada's National Quantum Strategy,•  Enables students to work full- or part-time as research affiliates with the Government of Canada by conducting innovative research related to their degree or program.
127,1,CAN,2022,Canada's National Quantum Strategy,COMMERCIALIZATION PILLAR
128,1,CAN,2022,Canada's National Quantum Strategy,Commercialization will be supported through programming at several departments and agencies:  •  ISED’s Global Innovation Clusters ($14 million over seven years)
129,1,CAN,2022,Canada's National Quantum Strategy,•  ISED’s Innovative Solutions Canada ($35 million over seven years)
130,1,CAN,2022,Canada's National Quantum Strategy,•  NRC Challenges Program ($50 million over seven years)
131,1,CAN,2022,Canada's National Quantum Strategy,"•  Regional development agency support, specifically:"
132,1,CAN,2022,Canada's National Quantum Strategy,•  Canada Economic Development for Quebec Regions (CED) ($23.3 million over seven years)
133,1,CAN,2022,Canada's National Quantum Strategy,•  Federal Economic Development Agency for Southern Ontario (FedDev Ontario) ($23.3 million over seven years)
134,1,CAN,2022,Canada's National Quantum Strategy,•  Prairies Economic Development Canada (PrairiesCan) ($9.4 million over seven years)
135,1,CAN,2022,Canada's National Quantum Strategy,•  Pacific Economic Development Canada (PacifiCan) ($14 million over seven years)
136,1,CAN,2022,Canada's National Quantum Strategy,Related programming
137,1,CAN,2022,Canada's National Quantum Strategy,"ISED is exploring ways it can apply Canada’s Industrial and Technological Benefits (ITB) Policy to drive greater quantum technology-related business activities into Canada. The ITB Policy is Canada’s primary tool to leverage economic benefits from defence and major Canadian Coast Guard procurements. It is market-oriented and requires companies awarded defence contracts to undertake business activity in Canada equal to the value of the contract they have been awarded. The types of business activities involving quantum technologies that could currently qualify for credit under the ITB Policy align well with the policy’s value proposition pillars of R&D, and skills development and training.  In addition to the Government of Canada programs in the NQS, there are a number of additional federal initiatives that are playing, or can play, a significant role in supporting the Canadian quantum industry, including:  Federal department programming  Canada Trade Commissioner Service – Global Affairs Canada (GAC)  • The Trade Commissioner Service (TCS)contributes to Canadian economic growth throughinternational business development, exportpromotion, innovation partnerships and foreigndirect investment attraction efforts that promoteCanada’s position as a leader in technology andsustainability. This is achieved through the supportof GAC’s domestic and international network atheadquarters, in the regions through the RegionalBusiness Network and at missions abroad."
138,1,CAN,2022,Canada's National Quantum Strategy,High Throughput and Secure Networks Challenge Program – NRC
139,1,CAN,2022,Canada's National Quantum Strategy,• Supports collaborative R&D projects on quantumcommunications.
140,1,CAN,2022,Canada's National Quantum Strategy,Industrial Research Assistance Program – NRC IRAP
141,1,CAN,2022,Canada's National Quantum Strategy,"• Provides advice, connections and funding to helpCanadian small and medium-sized businessesincrease their innovation capacity and takeideas to market."
142,1,CAN,2022,Canada's National Quantum Strategy,Space Technology Development Program (STDP) – Canadian Space Agency (CSA)  • Supports the development and maturation ofspace technologies and innovation for the growthof the Canadian space industry.
143,1,CAN,2022,Canada's National Quantum Strategy,"Strategic Innovation Fund (SIF) – Innovation, Science and Economic Development Canada (ISED)"
144,1,CAN,2022,Canada's National Quantum Strategy,"• Supports large-scale, transformative andcollaborative projects that promote thecompetitiveness of Canadian industries,advancement of Canada’s technological advantageand clean growth."
145,1,CAN,2022,Canada's National Quantum Strategy,Quantum Encryption and Science Satellite (QEYSSat) mission – CSA
146,1,CAN,2022,Canada's National Quantum Strategy,"• Aims to demonstrate quantum key distribution,a technology that creates virtually unbreakableencryption, in space."
147,1,CAN,2022,Canada's National Quantum Strategy,"Federal agency programming  Deep Tech Venture Fund – Business Development Bank of Canada (BDC)  •Targets Canadian companies working in deep techverticals, including quantum, with a $200 millionearly-stage investment fund."
1,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Logo: Federal Ministry of Education and Research Quantum Technologies Conceptual Framework Programme  of the Federal Government Nonlinear optical source for entangled photons as a technology basis for quantum frequency converters.
2,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"WMI doctoral student Janine Gückelhorn makes preparations on an ultra-high vacuum sputtering system for the production of high-purity metal coatings. 1. Exploiting the potential of quantum technologies for Germany New technologies have a huge impact on our everyday lives: they form the basis for a wide range of possibilities within the digital world, the foundation for the effective generation of energy, new forms of mobility and innovative medical technology. For a future-proof and technologically sovereign Germany, it is crucial to identify upcoming technologies and their potential as early as possible, to create excellent framework conditions for their future design and use, and to actively shape technology leaps. Quantum technologies are a future technology that have the potential to disrupt and offer particularly promising prospects for use. Although they are still at a comparatively early development stage, innovative uses within the economy and society are already emerging, which also address the challenges noted above.  The time horizon as well as the expected impact of the various key technologies involved in quantum technologies are different:1 with regard to enabling technologies and core components for quantum technologies, there is already a corporate landscape of start-ups and large companies within Germany. The first products related to quantum sensor technology, quantum materials and quantum communication have also reached market maturity. In contrast, quantum computing is only expected to be widely used in the medium to long term, although it does offer enormous development potential.2, 3 Like any other new technology, quantum technologies not only provide opportunities but also challenges, and it is important to keep track of them. For example, quantum computers will be powerful enough in the long term to threaten the security of traditional digital communications with the cryptography that is used today. The migration to cryptographic procedures that are resistant to quantum computing is therefore inevitable and is something that already needs to be under consideration.4 Germany is in a good position in terms of quantum technologies. Because of its proven research landscape, Germany ranks fourth behind the USA, China and Great Britain in terms of relevant publications when looking at things on an international scale and it has the most publications of any European country.5 Germany is also in the top four for patent families, behind China, the USA and Japan. The focus of German patent families is on quantum measurement technology and quantum electronics.6 It is important to make use of this strong foundation.  Against this backdrop the Federal Government’s goal is to move Germany and Europe into a leading international position in quantum technologies through targeted, long-term support and then to further consolidate this position. In terms of quantum computing, the aim is to catch up with the technology leaders. This ensures technological sovereignty, increases value creation potential and opens up great opportunities for the use of technology in the economy and society.  This is why the application-oriented development of quantum technologies in Germany must be advanced in a targeted manner. This encompasses: ∙ securing and expanding Germany’s innovativestrength and technological sovereignty in quantumtechnologies;"
3,2,GER,2023,Quantum Technologies Conceptual Framework Programme,∙ working towards the development and productionof marketable products;
4,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"∙ using quantum technologies to help overcome societal challenges linked to climate research, energy,health, mobility and security;"
5,2,GER,2023,Quantum Technologies Conceptual Framework Programme,∙ training and attracting skilled workers and developing Germany as an appealing place to work forquantum technologies;
6,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"∙ introducing people to quantum technologies, communicating opportunities and, in doing so, demonstrating the implications thereof, and"
7,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"∙ ensuring a coordinated, joint approach by the Federal Government."
