Sentence_ID,Doc_ID,Country,Year,Document_Name,Sentence_Text
387,1,CAN,2022,Canada's National Quantum Strategy,"It is important that research security measures be applied to prevent unauthorized use of and access to knowledge, data and results."
388,1,CAN,2022,Canada's National Quantum Strategy,"Insufficient protections can allow hostile threat actors to exploit Canadian innovation, which may result in negative effects on the safety and security of Canadians, as well as missed opportunities to put Canada’s innovations into action and grow the economy."
389,1,CAN,2022,Canada's National Quantum Strategy,"To help protect Canada’s quantum research, initiatives under the NQS will take into account national security considerations to ensure Canada’s investments in quantum are maximized for Canadian benefit."
390,1,CAN,2022,Canada's National Quantum Strategy,"These initiatives will follow Canada’s new National Security Guidelines for Research Partnerships, announced in July 2021, and the Guidelines on the National Security Review of Investments, announced in March 2021."
391,1,CAN,2022,Canada's National Quantum Strategy,Resources such as the Safeguarding Your Research Portal and the Safeguarding Science Initiative will also be used to inform researchers about the threat environment and offer tools to help them recognize and mitigate specific risks.
392,1,CAN,2022,Canada's National Quantum Strategy,"To maximize opportunities to work with international partners, the Government of Canada will seek to:  • Develop a talent pipeline to attract quantum expertise to Canada and help grow the global quantum community;  •  Augment skills of the Canadian quantum workforce;   •  Integrate into global supply chains to ensure there is a market for Canadian products; and   •  Increase interoperability with technologies produced by like-minded partners."
393,1,CAN,2022,Canada's National Quantum Strategy,"To strengthen the talent pipeline, the Government of Canada will work with Mitacs to facilitate integrated work placements for foreign experts in Canadian industry."
394,1,CAN,2022,Canada's National Quantum Strategy,"As well, GAC’s Trade Commissioner Service (TCS) will be leveraged to facilitate Canadian firms’ access to foreign markets and help them export their products abroad."
395,1,CAN,2022,Canada's National Quantum Strategy,"Additionally, the TCS, in partnership with Invest in Canada, will support the NQS through the Foreign Direct Investment Attraction Strategy by promoting foreign direct investments from and R&D partnerships with like-minded countries, while keeping security implications in mind."
396,1,CAN,2022,Canada's National Quantum Strategy,The TCS and Canada’s network of missions abroad can also support the NQS through Canadian International Innovation Program investments and by facilitating international partnerships and activities in line with NQS objectives.
397,1,CAN,2022,Canada's National Quantum Strategy,"Going forward, international marketing opportunities will also be considered."
398,1,CAN,2022,Canada's National Quantum Strategy,T his strategy is another step toward success  in quantum.
399,1,CAN,2022,Canada's National Quantum Strategy,"Over the coming months, the  Government of Canada will launch additional funding calls and consider other supports in general industrial and research support programs."
400,1,CAN,2022,Canada's National Quantum Strategy,The quantum community is encouraged to continue to make use of related programming to bolster the development of quantum technologies.
401,1,CAN,2022,Canada's National Quantum Strategy,Funding alone is insufficient.
402,1,CAN,2022,Canada's National Quantum Strategy,The surest way to succeed in the quantum technologies race is to work together.
403,1,CAN,2022,Canada's National Quantum Strategy,"It is essential to co-develop roadmaps and milestones, along with ways to accurately report on progress, allowing Canada to be nimble in the rapidly evolving quantum technologies landscape."
404,1,CAN,2022,Canada's National Quantum Strategy,"After the working groups develop roadmaps and milestones for each mission, the Government of Canada will be better positioned to take informed next steps toward strengthening Canada’s quantum ecosystem."
405,1,CAN,2022,Canada's National Quantum Strategy,"That is why the Government of Canada will continue its ongoing dialogue with stakeholders, provinces and like-minded nations, and deepen its collaborations to ensure that all elements are in place for success."
406,1,CAN,2022,Canada's National Quantum Strategy,"RESEARCH PILLAR   Research will be supported through programming at the Natural Sciences and Engineering Research Council of Canada (NSERC) and the National Research Council of Canada (NRC):  •  NSERC Alliance grants program ($132.5 million over seven years), specifically   •  Alliance Quantum grants ($62.4 million over seven years)   •  Alliance International Quantum grants ($29.7 million over seven years)   •  Alliance Consortia Quantum grants ($40.4 million over seven years)     •  NRC’s Quantum Research and Development Initiative ($9 million over six years)    Related programming   In addition to the funding mechanisms in the NQS, a number of other Government of Canada research funding programs can support the achievement of NQS objectives and missions, including:  Tri-agency programming  Canada 150 Research Chairs Program (C150) – Granting Agencies  • Enhances Canada’s reputation as a global centre for science, research and innovation excellence."
407,1,CAN,2022,Canada's National Quantum Strategy,Canada Excellence Research Chairs Program (CERC)  – Granting Agencies  • Helps Canadian universities build on Canada’s reputation as a global leader in research and innovation.
408,1,CAN,2022,Canada's National Quantum Strategy,Canada First Research Excellence Fund (CFREF) – Granting Agencies  •  Supports Canadian post-secondary institutions in turning their key strengths into world-leading capabilities.
409,1,CAN,2022,Canada's National Quantum Strategy,New Frontiers in Research Fund (NFRF) – Granting Agencies   •  Advances ground-breaking research.
410,1,CAN,2022,Canada's National Quantum Strategy,NSERC programming  Discovery Grants  •  Support ongoing programs of research with long-term goals.
411,1,CAN,2022,Canada's National Quantum Strategy,NSERC-National Science Foundation – Collaboration on quantum science and artificial intelligence   •  NSERC and the U.S. National Science Foundation (NSF) signed a memorandum of understanding on research cooperation.
412,1,CAN,2022,Canada's National Quantum Strategy,"This overarching framework provides the basis for collaboration between NSERC and the NSF, with the first funding opportunity focused on discoveries and innovations in the areas of quantum science and artificial intelligence."
413,1,CAN,2022,Canada's National Quantum Strategy,Federal department programming  Canadian International Innovation Program (CIIP) – Global Affairs Canada  • Supports Canadian companies to pursue international R&D collaboration with a foreign partner on projects that have the potential for commercialization.
414,1,CAN,2022,Canada's National Quantum Strategy,"Innovation for Defence Excellence and Security  (IDEaS) – Department of National Defence (DND), including Defence Research and Development Canada (DRDC)  •  Fosters innovation to solve some of Canada’s toughest defence and security challenges, and previously launched a call for proposals on quantum sensors."
415,1,CAN,2022,Canada's National Quantum Strategy,•  There is a potential for additional quantum calls for proposals in the future.
416,1,CAN,2022,Canada's National Quantum Strategy,Federal agency programming  Innovation Fund – Canada Foundation for Innovation (CFI)  •  Provides investments in infrastructure across the full spectrum of research.
417,1,CAN,2022,Canada's National Quantum Strategy,John R. Evans Leaders Fund – Canada Foundation for Innovation (CFI)   •  Helps institutions attract and retain the best researchers.
418,1,CAN,2022,Canada's National Quantum Strategy,"Third-party organizations  Perimeter Institute for Theoretical Physics  • Leads scientific research, training and educational outreach in foundational theoretical physics."
419,1,CAN,2022,Canada's National Quantum Strategy,"TALENT PILLAR   Talent will be supported through programming at NSERC and Mitacs:  •  NSERC CREATE grants program ($5.4 million over six years)   •  Mitacs ($40 million over six years)     Related programming   In addition to the funding mechanisms in the NQS, a number of other federal talent and immigration programs have the potential to support the achievement of NQS objectives and missions, including:  Immigration, Refugees and Citizenship Canada programming  Canadian Experience Class  •  Targets current and former temporary foreign workers and international students."
420,1,CAN,2022,Canada's National Quantum Strategy,•  Applicants require at least one year’s work experience in a high-skilled occupation in Canada and official language proficiency.
421,1,CAN,2022,Canada's National Quantum Strategy,Federal Skilled Trades Program  •  Targets individuals in certain high-skilled trades.
422,1,CAN,2022,Canada's National Quantum Strategy,"•  Applicants with a job offer or Canadian qualifications in these trades may be eligible for permanent residence if they have sufficient language proficiency, training and work experience in a trade."
423,1,CAN,2022,Canada's National Quantum Strategy,Federal Skilled Worker Program  •  Targets individuals with high-skilled work experience and high human capital.
424,1,CAN,2022,Canada's National Quantum Strategy,"•  Applicants are awarded points based on criteria such as age, official language proficiency and education."
425,1,CAN,2022,Canada's National Quantum Strategy,"Global Skills Strategy   •  Features faster application processing times, work permit exemptions and enhanced customer service to help employers find highly skilled workers faster."
426,1,CAN,2022,Canada's National Quantum Strategy,Provincial Nominee Program   •  A jointly administered immigration program that enables provinces and territories (PT) to address their specific economic development needs while distributing the benefits of economic immigration across all regions of Canada.
427,1,CAN,2022,Canada's National Quantum Strategy,"•  Currently, PTs administer more than 80 different immigration streams targeting students, entrepreneurs and workers across all skill levels."
428,1,CAN,2022,Canada's National Quantum Strategy,"Other federal department programming  Global Talent Stream – Employment and Social Development Canada (ESDC), part of the Temporary Foreign Worker Program  •  Designed for innovative firms in Canada that are referred to ESDC by a designated referral partner and that need unique and specialized foreign nationals to scale up and grow."
429,1,CAN,2022,Canada's National Quantum Strategy,•  It is also intended for firms in Canada that need to fill an in-demand highly skilled position on the Global Talent Occupations List.
430,1,CAN,2022,Canada's National Quantum Strategy,Postdoctoral Fellowship/Research Programs – Government of Canada   •  The NRC and other science-based departments and agencies offer early career scientists access to world-class facilities and the opportunity to work alongside multidisciplinary teams of expert researchers on projects of critical importance to Canada.
431,1,CAN,2022,Canada's National Quantum Strategy,Fellows are normally offered a two-year term appointment.
432,1,CAN,2022,Canada's National Quantum Strategy,Research Affiliate Program – Public Service Commission of Canada   •  Enables students to work full- or part-time as research affiliates with the Government of Canada by conducting innovative research related to their degree or program.
433,1,CAN,2022,Canada's National Quantum Strategy,"COMMERCIALIZATION PILLAR   Commercialization will be supported through programming at several departments and agencies:  •  ISED’s Global Innovation Clusters ($14 million over seven years)   •  ISED’s Innovative Solutions Canada ($35 million over seven years)   •  NRC Challenges Program ($50 million over seven years)   •  Regional development agency support, specifically:    •  Canada Economic Development for Quebec Regions (CED) ($23.3 million over seven years)   •  Federal Economic Development Agency for Southern Ontario (FedDev Ontario) ($23.3 million over seven years)   •  Prairies Economic Development Canada (PrairiesCan) ($9.4 million over seven years)   •  Pacific Economic Development Canada (PacifiCan) ($14 million over seven years)      Related programming   ISED is exploring ways it can apply Canada’s Industrial and Technological Benefits (ITB) Policy to drive greater quantum technology-related business activities into Canada."
434,1,CAN,2022,Canada's National Quantum Strategy,The ITB Policy is Canada’s primary tool to leverage economic benefits from defence and major Canadian Coast Guard procurements.
435,1,CAN,2022,Canada's National Quantum Strategy,It is market-oriented and requires companies awarded defence contracts to undertake business activity in Canada equal to the value of the contract they have been awarded.
436,1,CAN,2022,Canada's National Quantum Strategy,"The types of business activities involving quantum technologies that could currently qualify for credit under the ITB Policy align well with the policy’s value proposition pillars of R&D, and skills development and training."
437,1,CAN,2022,Canada's National Quantum Strategy,"In addition to the Government of Canada programs in the NQS, there are a number of additional federal initiatives that are playing, or can play, a significant role in supporting the Canadian quantum industry, including:  Federal department programming  Canada Trade Commissioner Service – Global Affairs Canada (GAC)  • The Trade Commissioner Service (TCS)contributes to Canadian economic growth throughinternational business development, exportpromotion, innovation partnerships and foreigndirect investment attraction efforts that promoteCanada’s position as a leader in technology andsustainability."
438,1,CAN,2022,Canada's National Quantum Strategy,"This is achieved through the supportof GAC’s domestic and international network atheadquarters, in the regions through the RegionalBusiness Network and at missions abroad."
439,1,CAN,2022,Canada's National Quantum Strategy,High Throughput and Secure Networks Challenge Program – NRC   • Supports collaborative R&D projects on quantumcommunications.
440,1,CAN,2022,Canada's National Quantum Strategy,"Industrial Research Assistance Program – NRC IRAP   • Provides advice, connections and funding to helpCanadian small and medium-sized businessesincrease their innovation capacity and takeideas to market."
441,1,CAN,2022,Canada's National Quantum Strategy,Space Technology Development Program (STDP) – Canadian Space Agency (CSA)  • Supports the development and maturation ofspace technologies and innovation for the growthof the Canadian space industry.
442,1,CAN,2022,Canada's National Quantum Strategy,"Strategic Innovation Fund (SIF) – Innovation, Science and Economic Development Canada (ISED)   • Supports large-scale, transformative andcollaborative projects that promote thecompetitiveness of Canadian industries,advancement of Canada’s technological advantageand clean growth."
443,1,CAN,2022,Canada's National Quantum Strategy,"Quantum Encryption and Science Satellite (QEYSSat) mission – CSA   • Aims to demonstrate quantum key distribution,a technology that creates virtually unbreakableencryption, in space."
444,1,CAN,2022,Canada's National Quantum Strategy,"Federal agency programming  Deep Tech Venture Fund – Business Development Bank of Canada (BDC)  •Targets Canadian companies working in deep techverticals, including quantum, with a $200 millionearly-stage investment fund."
1,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Logo: Federal Ministry of Education and Research Quantum Technologies Conceptual Framework Programme  of the Federal Government Nonlinear optical source for entangled photons as a technology basis for quantum frequency converters.
2,2,GER,2023,Quantum Technologies Conceptual Framework Programme,WMI doctoral student Janine Gückelhorn makes preparations on an ultra-high vacuum sputtering system for the production of high-purity metal coatings.
3,2,GER,2023,Quantum Technologies Conceptual Framework Programme,1.
4,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Exploiting the potential of quantum technologies for Germany New technologies have a huge impact on our everyday lives: they form the basis for a wide range of possibilities within the digital world, the foundation for the effective generation of energy, new forms of mobility and innovative medical technology."
5,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"For a future-proof and technologically sovereign Germany, it is crucial to identify upcoming technologies and their potential as early as possible, to create excellent framework conditions for their future design and use, and to actively shape technology leaps."
6,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Quantum technologies are a future technology that have the potential to disrupt and offer particularly promising prospects for use.
7,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Although they are still at a comparatively early development stage, innovative uses within the economy and society are already emerging, which also address the challenges noted above."
8,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"The time horizon as well as the expected impact of the various key technologies involved in quantum technologies are different:1 with regard to enabling technologies and core components for quantum technologies, there is already a corporate landscape of start-ups and large companies within Germany."
9,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"The first products related to quantum sensor technology, quantum materials and quantum communication have also reached market maturity."
10,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In contrast, quantum computing is only expected to be widely used in the medium to long term, although it does offer enormous development potential.2, 3 Like any other new technology, quantum technologies not only provide opportunities but also challenges, and it is important to keep track of them."
11,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"For example, quantum computers will be powerful enough in the long term to threaten the security of traditional digital communications with the cryptography that is used today."
12,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The migration to cryptographic procedures that are resistant to quantum computing is therefore inevitable and is something that already needs to be under consideration.4 Germany is in a good position in terms of quantum technologies.
13,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Because of its proven research landscape, Germany ranks fourth behind the USA, China and Great Britain in terms of relevant publications when looking at things on an international scale and it has the most publications of any European country.5 Germany is also in the top four for patent families, behind China, the USA and Japan."
14,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The focus of German patent families is on quantum measurement technology and quantum electronics.6 It is important to make use of this strong foundation.
15,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Against this backdrop the Federal Government’s goal is to move Germany and Europe into a leading international position in quantum technologies through targeted, long-term support and then to further consolidate this position."
16,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In terms of quantum computing, the aim is to catch up with the technology leaders."
17,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"This ensures technological sovereignty, increases value creation potential and opens up great opportunities for the use of technology in the economy and society."
18,2,GER,2023,Quantum Technologies Conceptual Framework Programme,This is why the application-oriented development of quantum technologies in Germany must be advanced in a targeted manner.
19,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"This encompasses: ∙ securing and expanding Germany’s innovativestrength and technological sovereignty in quantumtechnologies;  ∙ working towards the development and productionof marketable products;  ∙ using quantum technologies to help overcome societal challenges linked to climate research, energy,health, mobility and security;  ∙ training and attracting skilled workers and developing Germany as an appealing place to work forquantum technologies;  ∙ introducing people to quantum technologies, communicating opportunities and, in doing so, demonstrating the implications thereof, and  ∙ ensuring a coordinated, joint approach by the Federal Government."
20,2,GER,2023,Quantum Technologies Conceptual Framework Programme,A Q.ANT employee shows a wafer from which photonic chips are cut.
21,2,GER,2023,Quantum Technologies Conceptual Framework Programme,A young woman adjusts a non-linear optical system.
22,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Central to this is the establishment of an efficient ecosystem in which all relevant actors along the value chain work together in a tightly interconnected manner.
23,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The dovetailing of fundamental and applied research and the early involvement of end users will ensure that the technology develops in line with actual requirements.
24,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The integration of partners from the business community is an important building block in this respect.
25,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Furthermore, active positioning with regard to the development of standards and the development of required quantum metrology are also of great importance."
26,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"The aim is to in this way tap into the expected enormous market potential in the area of application.7 The consequences for cyber security, and therefore for the digitalisation of Germany, that arise from the development of quantum technologies must also be considered at an early stage."
27,2,GER,2023,Quantum Technologies Conceptual Framework Programme,With this conceptual framework programme the Federal Government is providing itself with a political framework until 2026 for measures to be taken in the field of quantum technologies.
28,2,GER,2023,Quantum Technologies Conceptual Framework Programme,At the same time the concept forms part of a long-term strategy.
29,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"This is because in order to fully utilise the potential of quantum technologies, additional stages beyond the conceptual framework programme will have to be created (see also Vision 2036 in Section 3)."
30,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The federal ministries are responsible for implementing the individual components of the Federal Government’s interministerial conceptual framework programme.
31,2,GER,2023,Quantum Technologies Conceptual Framework Programme,They will check the success of the respective measures against measurable targets and milestones.
32,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"These indicators are continuously monitored, reviewed and successively updated at the level of measures and conceptual framework programme concepts, thereby allowing dynamic developments in quantum technologies to be taken into account."
33,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In order to address the key challenges, the Federal Government is pursuing three central areas of focus."
34,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"These primarily rely on public co-financing with the aim of triggering, strengthening and accelerating private initiatives and investments in Germany."
35,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Depending on the area of application, this takes different forms, for example, through contracts, direct project funding or shares in associated companies (especially venture capital)."
36,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Several people sit in a laboratory environment.
37,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"They wear full-body protective suits, masks and goggles."
38,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"A.Make quantum technologies useful for the economy, society and governmental institutions We will encourage market development and the use of technologies for socially relevant issues."
39,2,GER,2023,Quantum Technologies Conceptual Framework Programme,By 2026 in Germany we want to: ∙ Significantly expand the usability and applicationof quantum technologies in all key technologies asa whole.
40,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"→All ministries  ∙ Open up quantum computing in Germany and Europe for practical applications in business, administration and society."
41,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The long-term goal of technological sovereignty in quantum computing in Germany and the EU is looked at across all components andlevels that build upon each other (full stack).
42,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"→BMBF, BMWK  ∙ Strengthen skills in the design and developmentof quantum algorithms across different researchareas, e. g., in the field of optimisation or quantummachine learning."
43,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"→BMBF, BMWK  ∙ Develop quantum communication componentsthat can be used in practical scenarios and bringthem to market, establish a well-networked quantum communication industry in Germany andensure the transfer of expertise from science toindustry."
44,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"→BMBF, BMF, BMI, BMWK  ∙ Drive forward the migration to quantum-safe cryptography (post-quantum cryptography, PQC) inGermany, especially in relevant areas (e. g., criticalinfrastructures).8 →BMI, BMVg, BMBF  ∙ Create marketable products in the quantum sensortechnology sector using lighthouse applications."
45,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"→BMBF, BMWK  ∙ Develop optical clocks for the next Galileo generation and, together with European partners, driveforward the development of the next generation ofsatellite-based gravity field quantum sensors (up toTechnology Readiness Level [TRL] 5)."
46,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"→BMWK  ∙ Investigate the impact and benefits of quantumtechnologies in public administration, especiallywith regard to communication security, and implement appropriate measures."
47,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"→BMI, BMF   B.Drive forward targeted technologydevelopments with a view to futureapplications Due to fact that many technology strands are in the early stage of development, far-sighted and long-term measures are required to drive research and development forward in a targeted manner with a clear view on how they can be used."
48,2,GER,2023,Quantum Technologies Conceptual Framework Programme,By 2026 in Germany we want to: ∙ secure and expand Germany’s strong position inenabling technologies through targeted measures.
49,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"→BMBF, BMWK  ∙ develop next-generation chips for quantum technologies, e. g., for quantum computers or use inquantum sensors."
50,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"→BMBF, BMWK  ∙ develop quantum computing hardware based ondifferent approaches in an application-orientedmanner."
51,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In doing so we are striving for a universalquantum computer on a par with internationaldevelopments and at least 100 individually controllable qubits, scalable to 500 qubits in the medium term."
52,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In addition, high-performance specialhardware should be developed for suitable fields ofapplication."
53,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"→BMWK, BMBF  ∙ strengthen skills in the design and developmentof quantum algorithms across different researchareas, e. g., in the field of optimisation or quantummachine learning."
54,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"→BMBF, BMWK  ∙ develop and bring to market key components forsensors, navigation and communication that aresuitable for space travel and ready for market."
55,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"→BMWK  ∙ establish a quality infrastructure and reliable quantum metrology to create independent characterisation, qualification and standardisation for specificcomponents for quantum technologies."
56,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"→BMWK, BMBF   C.Create excellent framework conditions for a strong ecosystem In international competition it is crucial that Germany  and Europe can offer attractive and stimulating framework conditions."
57,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"By 2026 in Germany we want to: ∙ ensure the close networking of all actors and activities in science, the economy and politics."
58,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"→All ministries  ∙ strengthen the education and training of professionals in the field of quantum technologiesthrough a coherent programme that includes junioracademics, technical staff and professional development."
59,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"→BMBF, BMWK  ∙ create a positive start-up climate to support spin-offs from academia."
60,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"→BMBF, BMWK  ∙ work towards close dovetailing with Europeanpartners at all levels."
61,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"This includes cooperation ontechnological issues as well as the development ofcommon standards, including those relating to responsible use and a common quality infrastructure."
62,2,GER,2023,Quantum Technologies Conceptual Framework Programme,→All ministries   The quantum technologies conceptual framework programme contributes to the goals of the Federal Government’s ‘Future Strategy for Research and Innovation’.
63,2,GER,2023,Quantum Technologies Conceptual Framework Programme,It contributes to securing the technological sovereignty of Germany and Europe with regard to the technologies of the future.
64,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In terms of operational implementation, it is supported by specialised programmes, specific implementation concepts, and measures put forward by the relevant ministries, depending on the level of technological maturity and focus of application."
65,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The annex provides an overview of the status quo.
66,2,GER,2023,Quantum Technologies Conceptual Framework Programme,A young man in a laboratory adjusts the optics on a device.
67,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"2.Huge challenges, extraordinary potential Quantum technologies, i.e., the targeted control of quantum mechanical effects and their technological exploitation, promise enormous progress for applications in the economy, society and governmental institutions."
68,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Depending on the type of technology (quantum computing and quantum simulation, quantum communication and post-quantum cryptography, quantum sensor technology and quantum metrology, as well as the associated enabling technologies), the application maturity and its possible uses vary."
69,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Quantum computing and  quantum simulation The enormous potential is most evident in quantum computing.
70,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Traditional computers will reach their limits in the long term, for example, in the simulation of chemical reactions and compounds (material sciences, drug design) or the optimisation of complex systems, such as logistical systems."
71,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Through new algorithms based on qubits (quantum bits) instead of traditional bits, a quantum computer could deliver clear advantages in this respect."
72,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"There is also potential, for example, in forecasting weather services and the modelling of climate change and its consequences."
73,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Research has therefore been undertaken into a plethora of technologically different implementations of quantum computers (see also ‘Quantum computing’ info box) and possible use cases.
74,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"It is not possible, however, to reliably predict which of these approaches will ultimately be successful or whether different implementations will excel in particular use cases."
75,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"However, the technologies have the potential to create completely new possibilities for products and services in a wide range of application areas and industries, thereby having a significant impact on international competition."
76,2,GER,2023,Quantum Technologies Conceptual Framework Programme,In the long term studies are working on the basis of an annual market volume of several hundred billion euros in quantum computing alone.9 This explains the high level of attention being paid and the considerable financial commitment to the issue worldwide.
77,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Nevertheless, fundamental challenges still need to be overcome in the development of both hardware and software, which require long-term research and development activities."
78,2,GER,2023,Quantum Technologies Conceptual Framework Programme,A laser beam that passes through several lenses arranged one after the other.
79,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Post-quantum cryptography and  quantum communication Even though it is not a quantum technology itself, post-quantum cryptography plays an important role in this context."
80,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"From the IT security point of view, the development of powerful quantum computers poses a threat: the so-called Shor algorithm, a quantum information technology method, would be able to break the public key cryptography that is in use today."
81,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The quantum computing hardware that is required does not yet exist.
82,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"However, as soon as this is available, it would pose an incalculable risk since encryption methods such as this are currently used to secure confidential communications and security-relevant data."
83,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Even today, encrypted data can be hacked into and recorded so that it can be decrypted later with future quantum computers (‘store now, decrypt later’)."
84,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"This makes it imperative to develop and introduce new, quantum-safe cryptographic procedures (‘post-quantum cryptography’), which should offer a level of security against quantum computers at least as high as the aforementioned traditional procedures do today."
85,2,GER,2023,Quantum Technologies Conceptual Framework Programme,It should be noted that post-quantum cryptography can be implemented on traditional hardware in the same way as the public key methods currently in use.
86,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"This distinguishes it significantly from quantum communication methods and allows it to even be used in situations where quantum communication is not possible, for example, due to physical limitations."
87,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Quantum communication offers enormous potential to secure confidential communication in a highly effective manner.
88,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In terms of quantum encryption, quantum physical effects such as entanglement or the fact that it is impossible to create perfect identical copies of individual photon are used for key exchange in order to transmit data securely."
89,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Unlike common cryptographic methods, the high level of security    involved in quantum cryptography is based on phys-ical laws of nature and not on mathematical assump-tions."
90,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"A wide variety of quantum communication methods have since been demonstrated in use, both in optical fibres and between satellites, and in terrestrial free-space connections."
91,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"For broad application rele-vance, however, it is the range and data rate that still pose a challenge."
92,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"This is why it is essential to develop quantum repeaters, which are required as nodes to extend the communication-transmission paths, as a key component for quantum communication over long distances."
93,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Quantum sensor technology and quantum metrology Within the field of quantum technologies, quantum-based metrology is probably the field with the highest technological maturity."
94,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"For example, nitrogen-vacancy centres in diamond are already used in special microscopes."
95,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The first quantum gravimeters are also available on the market and enable the Earth’s gravitational field to be measured for applications in geology or geodesy.
96,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Quantum sensors also offer new applications that complement traditional technologies.
97,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"By directly referencing the measurement methods to natural constants, which are without uncertainties defined by the recent redefinition of the SI system of units (2019),10 they offer novel possibilities for reliable, ubiquitous and highly accurate sensor technology."
98,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Overall, quantum-based metrology is a heterogeneous field with a wide variety of technologies and numerous opportunities for promising applications, some of which are already ready for the market."
99,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"However, quantum metrology is not limited to quantum sensor technology."
100,2,GER,2023,Quantum Technologies Conceptual Framework Programme,It generally relates to performing high-resolution and highly sensitive measurements of physical parameters using quantum effects such as quantum entanglement.
