Country,Actor_1,Actor_2,QH_Category_1,QH_Category_2,Weight
CAN,Canada Foundation for Innovation,Tri-Agency EDI Action Plan,Government,not an actor,1
CAN,Canada Foundation for Innovation,U.S. National Science Foundation,Government,Government,1
CAN,Canada Foundation for Innovation,UK Research and Innovation (UKRI),Government,Government,1
CAN,Canada Foundation for Innovation,UKRI,Government,Government,1
CAN,Canada Foundation for Innovation,University of Waterloo,Government,Academia,1
CAN,Canada Foundation for Innovation,Université de Sherbrooke,Government,Academia,1
CAN,Canada Foundation for Innovation,WD,Government,Government,1
CAN,Canada Foundation for Innovation,Western Economic Diversification,Government,Government,1
CAN,Canada Foundation for Innovation,World Economic Forum,Government,Civil Society,1
CAN,Canada Foundation for Innovation,Xanadu,Government,Industry,1
CAN,Canada Foundation for Innovation,pillar RESEARCH PILLAR Research,Government,not specified,1
CAN,Canadian Armed Forces,Canadian Institute for Advanced Research CIFAR,Government,Academia,1
CAN,Canadian Armed Forces,Canadian International Innovation Program,Government,not an actor,1
CAN,Canadian Armed Forces,Commercialization Stakeholders,Government,not specfied,1
CAN,Canadian Armed Forces,Deep Tech Venture Fund,Government,not an actor,1
CAN,Canadian Armed Forces,EDI,Government,not an actor,1
CAN,Canadian Armed Forces,ESDC,Government,Government,1
CAN,Canadian Armed Forces,Employment and Social Development Canada,Government,Government,1
CAN,Canadian Armed Forces,FedDev Ontario,Government,Government,1
CAN,Canadian Armed Forces,Federal Economic Development Agency for Southern Ontario,Government,Government,1
CAN,Canadian Armed Forces,GAC,Government,Government,1
CAN,Canadian Armed Forces,Global Affairs Canada,Government,Government,1
CAN,Canadian Armed Forces,Global Innovation Clusters,Government,not an actor,1
CAN,Canadian Armed Forces,Government of Canada,Government,Government,1
CAN,Canadian Armed Forces,IDEaS Innovation for Defence Excellence and Security,Government,not an actor,1
CAN,Canadian Armed Forces,IRAP,Government,Government,1
CAN,Canadian Armed Forces,ISC,Government,not an actor,1
CAN,Canadian Armed Forces,"Immigration, Refugees and Citizenship Canada",Government,Government,1
CAN,Canadian Armed Forces,Innovative Solutions Canada,Government,not an actor,1
CAN,Canadian Armed Forces,International Summer School for Young Physicists,Government,not an actor,1
CAN,Canadian Armed Forces,MiQro Innovation Collaborative Center,Government,Civil Society,1
CAN,Canadian Armed Forces,Mitacs Accelerate International,Government,not an actor,1
CAN,Canadian Armed Forces,NQS,Government,not an actor,1
CAN,Canadian Armed Forces,NRC IRAP,Government,Government,1
CAN,Canadian Armed Forces,NRC’s Industrial Research Assistance Program,Government,Government,1
CAN,Canadian Armed Forces,NSF,Government,Government,1
CAN,Canadian Armed Forces,National Science Foundation,Government,Government,1
CAN,Canadian Armed Forces,National Security Guidelines for Research Partnerships,Government,not an actor,1
CAN,Canadian Armed Forces,National Security Review of Investments,Government,not an actor,1
CAN,Canadian Armed Forces,Nord Quantique,Government,Industry,1
CAN,Canadian Armed Forces,PSI Start program,Government,not an actor,1
CAN,Canadian Armed Forces,PacifiCan,Government,Government,1
CAN,Canadian Armed Forces,Perimeter,Government,Academia,1
CAN,Canadian Armed Forces,PrairiesCan,Government,Government,1
CAN,Canadian Armed Forces,Public Service Commission of Canada,Government,Government,1
CAN,Canadian Armed Forces,QEYSSat,Government,not an actor,1
CAN,Canadian Armed Forces,Quantum Algorithms Institute,Government,Civil Society,1
CAN,Canadian Armed Forces,Quantum Computing,Government,not an actor,1
CAN,Canadian Armed Forces,Quantum Encryption and Science Satellite,Government,not an actor,1
CAN,Canadian Armed Forces,REGI,Government,not an actor,1
CAN,Canadian Armed Forces,Regional Economic Growth through Innovation program,Government,not an actor,1
CAN,Canadian Armed Forces,SIF,Government,not an actor,1
CAN,Canadian Armed Forces,Standards Council of Canada,Government,Government,1
CAN,Canadian Armed Forces,Strategic Innovation Fund,Government,not an actor,1
CAN,Canadian Armed Forces,The National Quantum Strategy,Government,not an actor,1
CAN,Canadian Armed Forces,WD,Government,Government,1
CAN,Canadian Armed Forces,Western Economic Diversification,Government,Government,1
CAN,Canadian Armed Forces,pillar RESEARCH PILLAR Research,Government,not specified,1
CAN,Canadian Coast Guard,Canadian Space Agency,Government,Government,1
CAN,Canadian Coast Guard,Directive on Security Management,Government,not relevant (from Footnotes),1
CAN,Canadian Coast Guard,Federal department,Government,not specified,1
CAN,Canadian Coast Guard,Global Industry Analysts Inc.,Government,not relevant (from Footnotes),1
CAN,Canadian Coast Guard,Government of Alberta,Government,Government,1
CAN,Canadian Coast Guard,Government of British Columbia,Government,Government,1
CAN,Canadian Coast Guard,Government of Ontario,Government,Government,1
CAN,Canadian Coast Guard,ITB,Government,not an actor,1
CAN,Canadian Coast Guard,ITB Policy,Government,not an actor,1
CAN,Canadian Coast Guard,NFRF,Government,not an actor,1
CAN,Canadian Coast Guard,NQS Secretariat,Government,Government,1
CAN,Canadian Coast Guard,NRC,Government,Academia,1
CAN,Canadian Coast Guard,NSERC,Government,Government,1
CAN,Canadian Coast Guard,National Research Council of Canada,Government,Academia,1
CAN,Canadian Coast Guard,Natural Sciences and Engineering Research Council of Canada,Government,Government,1
CAN,Canadian Coast Guard,New Frontiers in Research Fund,Government,not an actor,1
CAN,Canadian Coast Guard,Pacific Economic Development Canada,Government,Government,1
CAN,Canadian Coast Guard,Perimeter Institute for Theoretical Physics,Government,Academia,1
CAN,Canadian Coast Guard,Prairies Economic Development Canada,Government,Government,1
CAN,Canadian Coast Guard,Quantum Committee,Government,not an actor,1
CAN,Canadian Coast Guard,STDP,Government,not an actor,1
CAN,Canadian Coast Guard,Space Technology Development Program,Government,not an actor,1
CAN,Canadian Coast Guard,University of Alberta,Government,Academia,1
CAN,Canadian Coast Guard,University of Calgary,Government,Academia,1
CAN,Canadian Coast Guard,University of Lethbridge,Government,Academia,1
CAN,Canadian Institute for Advanced Research CIFAR,Canadian International Innovation Program,Academia,not an actor,1
CAN,Canadian Institute for Advanced Research CIFAR,Commercialization Stakeholders,Academia,not specfied,1
CAN,Canadian Institute for Advanced Research CIFAR,Deep Tech Venture Fund,Academia,not an actor,1
CAN,Canadian Institute for Advanced Research CIFAR,EDI,Academia,not an actor,1
CAN,Canadian Institute for Advanced Research CIFAR,ESDC,Academia,Government,1
CAN,Canadian Institute for Advanced Research CIFAR,Employment and Social Development Canada,Academia,Government,1
CAN,Canadian Institute for Advanced Research CIFAR,FedDev Ontario,Academia,Government,1
CAN,Canadian Institute for Advanced Research CIFAR,Federal Economic Development Agency for Southern Ontario,Academia,Government,1
CAN,Canadian Institute for Advanced Research CIFAR,GAC,Academia,Government,1
CAN,Canadian Institute for Advanced Research CIFAR,Global Affairs Canada,Academia,Government,1
CAN,Canadian Institute for Advanced Research CIFAR,Global Innovation Clusters,Academia,not an actor,1
CAN,Canadian Institute for Advanced Research CIFAR,Government of Canada,Academia,Government,1
CAN,Canadian Institute for Advanced Research CIFAR,IDEaS Innovation for Defence Excellence and Security,Academia,not an actor,1
CAN,Canadian Institute for Advanced Research CIFAR,IRAP,Academia,Government,1
CAN,Canadian Institute for Advanced Research CIFAR,ISC,Academia,not an actor,1
CAN,Canadian Institute for Advanced Research CIFAR,"Immigration, Refugees and Citizenship Canada",Academia,Government,1
CAN,Canadian Institute for Advanced Research CIFAR,Innovative Solutions Canada,Academia,not an actor,1
CAN,Canadian Institute for Advanced Research CIFAR,International Summer School for Young Physicists,Academia,not an actor,1
CAN,Canadian Institute for Advanced Research CIFAR,MiQro Innovation Collaborative Center,Academia,Civil Society,1
CAN,Canadian Institute for Advanced Research CIFAR,Mitacs Accelerate International,Academia,not an actor,1
CAN,Canadian Institute for Advanced Research CIFAR,NQS,Academia,not an actor,1
CAN,Canadian Institute for Advanced Research CIFAR,NRC IRAP,Academia,Government,1
CAN,Canadian Institute for Advanced Research CIFAR,NRC’s Industrial Research Assistance Program,Academia,Government,1
CAN,Canadian Institute for Advanced Research CIFAR,NSF,Academia,Government,1
CAN,Canadian Institute for Advanced Research CIFAR,National Science Foundation,Academia,Government,1
CAN,Canadian Institute for Advanced Research CIFAR,National Security Guidelines for Research Partnerships,Academia,not an actor,1
CAN,Canadian Institute for Advanced Research CIFAR,National Security Review of Investments,Academia,not an actor,1
CAN,Canadian Institute for Advanced Research CIFAR,Nord Quantique,Academia,Industry,1
CAN,Canadian Institute for Advanced Research CIFAR,PSI Start program,Academia,not an actor,1
CAN,Canadian Institute for Advanced Research CIFAR,PacifiCan,Academia,Government,1
CAN,Canadian Institute for Advanced Research CIFAR,Perimeter,Academia,Academia,1
CAN,Canadian Institute for Advanced Research CIFAR,PrairiesCan,Academia,Government,1
CAN,Canadian Institute for Advanced Research CIFAR,Public Service Commission of Canada,Academia,Government,1
CAN,Canadian Institute for Advanced Research CIFAR,QEYSSat,Academia,not an actor,1
CAN,Canadian Institute for Advanced Research CIFAR,Quantum Algorithms Institute,Academia,Civil Society,1
CAN,Canadian Institute for Advanced Research CIFAR,Quantum Computing,Academia,not an actor,1
CAN,Canadian Institute for Advanced Research CIFAR,Quantum Encryption and Science Satellite,Academia,not an actor,1
CAN,Canadian Institute for Advanced Research CIFAR,REGI,Academia,not an actor,1
CAN,Canadian Institute for Advanced Research CIFAR,Regional Economic Growth through Innovation program,Academia,not an actor,1
CAN,Canadian Institute for Advanced Research CIFAR,SIF,Academia,not an actor,1
CAN,Canadian Institute for Advanced Research CIFAR,Standards Council of Canada,Academia,Government,1
CAN,Canadian Institute for Advanced Research CIFAR,Strategic Innovation Fund,Academia,not an actor,1
CAN,Canadian Institute for Advanced Research CIFAR,The National Quantum Strategy,Academia,not an actor,1
CAN,Canadian Institute for Advanced Research CIFAR,WD,Academia,Government,1
CAN,Canadian Institute for Advanced Research CIFAR,Western Economic Diversification,Academia,Government,1
CAN,Canadian Institute for Advanced Research CIFAR,pillar RESEARCH PILLAR Research,Academia,not specified,1
CAN,Canadian International Innovation Program,Commercialization Stakeholders,not an actor,not specfied,1
CAN,Canadian International Innovation Program,Deep Tech Venture Fund,not an actor,not an actor,1
CAN,Canadian International Innovation Program,EDI,not an actor,not an actor,1
CAN,Canadian International Innovation Program,ESDC,not an actor,Government,1
CAN,Canadian International Innovation Program,Employment and Social Development Canada,not an actor,Government,1
CAN,Canadian International Innovation Program,FedDev Ontario,not an actor,Government,1
CAN,Canadian International Innovation Program,Federal Economic Development Agency for Southern Ontario,not an actor,Government,1
CAN,Canadian International Innovation Program,GAC,not an actor,Government,1
CAN,Canadian International Innovation Program,Global Affairs Canada,not an actor,Government,1
CAN,Canadian International Innovation Program,Global Innovation Clusters,not an actor,not an actor,1
CAN,Canadian International Innovation Program,Government of Canada,not an actor,Government,1
CAN,Canadian International Innovation Program,IDEaS Innovation for Defence Excellence and Security,not an actor,not an actor,1
CAN,Canadian International Innovation Program,IRAP,not an actor,Government,1
CAN,Canadian International Innovation Program,ISC,not an actor,not an actor,1
CAN,Canadian International Innovation Program,"Immigration, Refugees and Citizenship Canada",not an actor,Government,1
CAN,Canadian International Innovation Program,Innovative Solutions Canada,not an actor,not an actor,1
CAN,Canadian International Innovation Program,International Summer School for Young Physicists,not an actor,not an actor,1
CAN,Canadian International Innovation Program,MiQro Innovation Collaborative Center,not an actor,Civil Society,1
CAN,Canadian International Innovation Program,Mitacs Accelerate International,not an actor,not an actor,1
CAN,Canadian International Innovation Program,NQS,not an actor,not an actor,1
CAN,Canadian International Innovation Program,NRC IRAP,not an actor,Government,1
CAN,Canadian International Innovation Program,NRC’s Industrial Research Assistance Program,not an actor,Government,1
CAN,Canadian International Innovation Program,NSF,not an actor,Government,1
CAN,Canadian International Innovation Program,National Science Foundation,not an actor,Government,1
CAN,Canadian International Innovation Program,National Security Guidelines for Research Partnerships,not an actor,not an actor,1
CAN,Canadian International Innovation Program,National Security Review of Investments,not an actor,not an actor,1
CAN,Canadian International Innovation Program,Nord Quantique,not an actor,Industry,1
CAN,Canadian International Innovation Program,PSI Start program,not an actor,not an actor,1
CAN,Canadian International Innovation Program,PacifiCan,not an actor,Government,1
CAN,Canadian International Innovation Program,Perimeter,not an actor,Academia,1
CAN,Canadian International Innovation Program,PrairiesCan,not an actor,Government,1
CAN,Canadian International Innovation Program,Public Service Commission of Canada,not an actor,Government,1
CAN,Canadian International Innovation Program,QEYSSat,not an actor,not an actor,1
CAN,Canadian International Innovation Program,Quantum Algorithms Institute,not an actor,Civil Society,1
CAN,Canadian International Innovation Program,Quantum Computing,not an actor,not an actor,1
CAN,Canadian International Innovation Program,Quantum Encryption and Science Satellite,not an actor,not an actor,1
CAN,Canadian International Innovation Program,REGI,not an actor,not an actor,1
CAN,Canadian International Innovation Program,Regional Economic Growth through Innovation program,not an actor,not an actor,1
CAN,Canadian International Innovation Program,SIF,not an actor,not an actor,1
CAN,Canadian International Innovation Program,Standards Council of Canada,not an actor,Government,1
CAN,Canadian International Innovation Program,Strategic Innovation Fund,not an actor,not an actor,1
CAN,Canadian International Innovation Program,The National Quantum Strategy,not an actor,not an actor,1
CAN,Canadian International Innovation Program,WD,not an actor,Government,1
CAN,Canadian International Innovation Program,Western Economic Diversification,not an actor,Government,1
CAN,Canadian International Innovation Program,pillar RESEARCH PILLAR Research,not an actor,not specified,1
CAN,Canadian Space Agency,Directive on Security Management,Government,not relevant (from Footnotes),1
CAN,Canadian Space Agency,Federal department,Government,not specified,1
CAN,Canadian Space Agency,Global Industry Analysts Inc.,Government,not relevant (from Footnotes),1
CAN,Canadian Space Agency,Government of Alberta,Government,Government,1
CAN,Canadian Space Agency,Government of British Columbia,Government,Government,1
CAN,Canadian Space Agency,Government of Ontario,Government,Government,1
CAN,Canadian Space Agency,ITB,Government,not an actor,1
CAN,Canadian Space Agency,ITB Policy,Government,not an actor,1
CAN,Canadian Space Agency,NFRF,Government,not an actor,1
CAN,Canadian Space Agency,NQS Secretariat,Government,Government,1
CAN,Canadian Space Agency,NRC,Government,Academia,1
CAN,Canadian Space Agency,NSERC,Government,Government,1
CAN,Canadian Space Agency,National Research Council of Canada,Government,Academia,1
CAN,Canadian Space Agency,Natural Sciences and Engineering Research Council of Canada,Government,Government,1
CAN,Canadian Space Agency,New Frontiers in Research Fund,Government,not an actor,1
CAN,Canadian Space Agency,Pacific Economic Development Canada,Government,Government,1
CAN,Canadian Space Agency,Perimeter Institute for Theoretical Physics,Government,Academia,1
CAN,Canadian Space Agency,Prairies Economic Development Canada,Government,Government,1
CAN,Canadian Space Agency,Quantum Committee,Government,not an actor,1
CAN,Canadian Space Agency,STDP,Government,not an actor,1
CAN,Canadian Space Agency,Space Technology Development Program,Government,not an actor,1
CAN,Canadian Space Agency,University of Alberta,Government,Academia,1
CAN,Canadian Space Agency,University of Calgary,Government,Academia,1
CAN,Canadian Space Agency,University of Lethbridge,Government,Academia,1
CAN,Commercialization Stakeholders,Deep Tech Venture Fund,not specfied,not an actor,1
CAN,Commercialization Stakeholders,EDI,not specfied,not an actor,1
CAN,Commercialization Stakeholders,ESDC,not specfied,Government,1
CAN,Commercialization Stakeholders,Employment and Social Development Canada,not specfied,Government,1
CAN,Commercialization Stakeholders,FedDev Ontario,not specfied,Government,1
CAN,Commercialization Stakeholders,Federal Economic Development Agency for Southern Ontario,not specfied,Government,1
CAN,Commercialization Stakeholders,GAC,not specfied,Government,1
CAN,Commercialization Stakeholders,Global Affairs Canada,not specfied,Government,1
CAN,Commercialization Stakeholders,Global Innovation Clusters,not specfied,not an actor,1
CAN,Commercialization Stakeholders,Government of Canada,not specfied,Government,1
CAN,Commercialization Stakeholders,IDEaS Innovation for Defence Excellence and Security,not specfied,not an actor,1
CAN,Commercialization Stakeholders,IRAP,not specfied,Government,1
CAN,Commercialization Stakeholders,ISC,not specfied,not an actor,1
CAN,Commercialization Stakeholders,"Immigration, Refugees and Citizenship Canada",not specfied,Government,1
CAN,Commercialization Stakeholders,Innovative Solutions Canada,not specfied,not an actor,1
CAN,Commercialization Stakeholders,International Summer School for Young Physicists,not specfied,not an actor,1
CAN,Commercialization Stakeholders,MiQro Innovation Collaborative Center,not specfied,Civil Society,1
CAN,Commercialization Stakeholders,Mitacs Accelerate International,not specfied,not an actor,1
CAN,Commercialization Stakeholders,NQS,not specfied,not an actor,1
CAN,Commercialization Stakeholders,NRC IRAP,not specfied,Government,1
CAN,Commercialization Stakeholders,NRC’s Industrial Research Assistance Program,not specfied,Government,1
CAN,Commercialization Stakeholders,NSF,not specfied,Government,1
CAN,Commercialization Stakeholders,National Science Foundation,not specfied,Government,1
CAN,Commercialization Stakeholders,National Security Guidelines for Research Partnerships,not specfied,not an actor,1
CAN,Commercialization Stakeholders,National Security Review of Investments,not specfied,not an actor,1
CAN,Commercialization Stakeholders,Nord Quantique,not specfied,Industry,1
CAN,Commercialization Stakeholders,PSI Start program,not specfied,not an actor,1
CAN,Commercialization Stakeholders,PacifiCan,not specfied,Government,1
CAN,Commercialization Stakeholders,Perimeter,not specfied,Academia,1
CAN,Commercialization Stakeholders,PrairiesCan,not specfied,Government,1
CAN,Commercialization Stakeholders,Public Service Commission of Canada,not specfied,Government,1
CAN,Commercialization Stakeholders,QEYSSat,not specfied,not an actor,1
CAN,Commercialization Stakeholders,Quantum Algorithms Institute,not specfied,Civil Society,1
CAN,Commercialization Stakeholders,Quantum Computing,not specfied,not an actor,1
CAN,Commercialization Stakeholders,Quantum Encryption and Science Satellite,not specfied,not an actor,1
CAN,Commercialization Stakeholders,REGI,not specfied,not an actor,1
CAN,Commercialization Stakeholders,Regional Economic Growth through Innovation program,not specfied,not an actor,1
CAN,Commercialization Stakeholders,SIF,not specfied,not an actor,1
CAN,Commercialization Stakeholders,Standards Council of Canada,not specfied,Government,1
CAN,Commercialization Stakeholders,Strategic Innovation Fund,not specfied,not an actor,1
CAN,Commercialization Stakeholders,The National Quantum Strategy,not specfied,not an actor,1
CAN,Commercialization Stakeholders,WD,not specfied,Government,1
CAN,Commercialization Stakeholders,Western Economic Diversification,not specfied,Government,1
CAN,Commercialization Stakeholders,pillar RESEARCH PILLAR Research,not specfied,not specified,1
CAN,Communications Security Establishment,Council,Government,not specfied,1
CAN,Communications Security Establishment,Creative Destruction Lab,Government,Civil Society,1
CAN,Communications Security Establishment,D-Wave,Government,Industry,1
CAN,Communications Security Establishment,DND,Government,Government,1
CAN,Communications Security Establishment,DRDC,Government,Government,1
CAN,Communications Security Establishment,Defence Research and Development Canada,Government,Government,1
CAN,Communications Security Establishment,Department of National Defence,Government,Government,1
CAN,Communications Security Establishment,European Commission,Government,Government,1
CAN,Communications Security Establishment,Global Affairs Canada,Government,Government,1
CAN,Communications Security Establishment,Government of Quebec,Government,Government,1
CAN,Communications Security Establishment,Horizon Europe,Government,not an actor,1
CAN,Communications Security Establishment,IBM,Government,Industry,1
CAN,Communications Security Establishment,IBM Q System One,Government,not an actor,1
CAN,Communications Security Establishment,IBM Quantum Hub,Government,Industry,1
CAN,Communications Security Establishment,IDEaS,Government,not an actor,1
CAN,Communications Security Establishment,IQC,Government,Academia,1
CAN,Communications Security Establishment,ISED,Government,Government,1
CAN,Communications Security Establishment,Innovation for Defence Excellence and Security,Government,not an actor,1
CAN,Communications Security Establishment,"Innovation, Science and Economic Development Canada",Government,Government,1
CAN,Communications Security Establishment,Institut Quantique,Government,Academia,1
CAN,Communications Security Establishment,Institute for Quantum Computing,Government,Academia,1
CAN,Communications Security Establishment,Internet of Things,Government,not an actor,1
CAN,Communications Security Establishment,Invest in Canada,Government,Government,1
CAN,Communications Security Establishment,Mitacs,Government,Civil Society,1
CAN,Communications Security Establishment,NSERC CREATE,Government,not an actor,1
CAN,Communications Security Establishment,National Quantum Strategy,Government,not an actor,1
CAN,Communications Security Establishment,PTs,Government,not an actor,1
CAN,Communications Security Establishment,PennyLane,Government,not an actor,1
CAN,Communications Security Establishment,Perimeter Institute,Government,Academia,1
CAN,Communications Security Establishment,Quantum Advisory Council,Government,Government,1
CAN,Communications Security Establishment,Quantum Industry Canada,Government,Civil Society,1
CAN,Communications Security Establishment,Quantum Technologies Competition,Government,not an actor,1
CAN,Communications Security Establishment,Quantum Valley Ideas Lab,Government,Civil Society,1
CAN,Communications Security Establishment,Regional Business Network,Government,not specified,1
CAN,Communications Security Establishment,S&T,Government,not an actor,1
CAN,Communications Security Establishment,S&T Strategy,Government,not an actor,1
CAN,Communications Security Establishment,SSHRC,Government,Government,1
CAN,Communications Security Establishment,Secure Networks Challenge Program,Government,not an actor,1
CAN,Communications Security Establishment,Sherbrooke Quantum Innovation Zone,Government,Civil Society,1
CAN,Communications Security Establishment,Social Sciences and Humanities Research Council,Government,Government,1
CAN,Communications Security Establishment,Statistics Canada,Government,Government,1
CAN,Communications Security Establishment,Stewart Blusson Quantum Matter Institute,Government,Academia,1
CAN,Communications Security Establishment,TCS,Government,Government,1
CAN,Communications Security Establishment,The Department of National Defence and Canadian Armed Forces Quantum Science and Technology (S&T) Strategy,Government,not an actor,1
CAN,Communications Security Establishment,Trade Commissioner Service,Government,Government,1
CAN,Communications Security Establishment,Tri-Agency EDI Action Plan,Government,not an actor,1
CAN,Communications Security Establishment,U.S. National Science Foundation,Government,Government,1
CAN,Communications Security Establishment,UK Research and Innovation (UKRI),Government,Government,1
CAN,Communications Security Establishment,UKRI,Government,Government,1
CAN,Communications Security Establishment,University of Waterloo,Government,Academia,1
CAN,Communications Security Establishment,Université de Sherbrooke,Government,Academia,1
CAN,Communications Security Establishment,World Economic Forum,Government,Civil Society,1
CAN,Communications Security Establishment,Xanadu,Government,Industry,1
CAN,Council,Creative Destruction Lab,not specfied,Civil Society,1
CAN,Council,D-Wave,not specfied,Industry,1
CAN,Council,DND,not specfied,Government,1
CAN,Council,DRDC,not specfied,Government,1
CAN,Council,Defence Research and Development Canada,not specfied,Government,1
CAN,Council,Department of National Defence,not specfied,Government,1
CAN,Council,European Commission,not specfied,Government,1
CAN,Council,Global Affairs Canada,not specfied,Government,1
CAN,Council,Government of Quebec,not specfied,Government,1
CAN,Council,Horizon Europe,not specfied,not an actor,1
CAN,Council,IBM,not specfied,Industry,1
CAN,Council,IBM Q System One,not specfied,not an actor,1
CAN,Council,IBM Quantum Hub,not specfied,Industry,1
CAN,Council,IDEaS,not specfied,not an actor,1
CAN,Council,IQC,not specfied,Academia,1
CAN,Council,ISED,not specfied,Government,1
CAN,Council,Innovation for Defence Excellence and Security,not specfied,not an actor,1
CAN,Council,"Innovation, Science and Economic Development Canada",not specfied,Government,1
CAN,Council,Institut Quantique,not specfied,Academia,1
CAN,Council,Institute for Quantum Computing,not specfied,Academia,1
CAN,Council,Internet of Things,not specfied,not an actor,1
CAN,Council,Invest in Canada,not specfied,Government,1
CAN,Council,Mitacs,not specfied,Civil Society,1
CAN,Council,NSERC CREATE,not specfied,not an actor,1
CAN,Council,National Quantum Strategy,not specfied,not an actor,1
CAN,Council,PTs,not specfied,not an actor,1
CAN,Council,PennyLane,not specfied,not an actor,1
CAN,Council,Perimeter Institute,not specfied,Academia,1
CAN,Council,Quantum Advisory Council,not specfied,Government,1
CAN,Council,Quantum Industry Canada,not specfied,Civil Society,1
CAN,Council,Quantum Technologies Competition,not specfied,not an actor,1
CAN,Council,Quantum Valley Ideas Lab,not specfied,Civil Society,1
CAN,Council,Regional Business Network,not specfied,not specified,1
CAN,Council,S&T,not specfied,not an actor,1
CAN,Council,S&T Strategy,not specfied,not an actor,1
CAN,Council,SSHRC,not specfied,Government,1
CAN,Council,Secure Networks Challenge Program,not specfied,not an actor,1
CAN,Council,Sherbrooke Quantum Innovation Zone,not specfied,Civil Society,1
CAN,Council,Social Sciences and Humanities Research Council,not specfied,Government,1
CAN,Council,Statistics Canada,not specfied,Government,1
CAN,Council,Stewart Blusson Quantum Matter Institute,not specfied,Academia,1
CAN,Council,TCS,not specfied,Government,1
CAN,Council,The Department of National Defence and Canadian Armed Forces Quantum Science and Technology (S&T) Strategy,not specfied,not an actor,1
CAN,Council,Trade Commissioner Service,not specfied,Government,1
CAN,Council,Tri-Agency EDI Action Plan,not specfied,not an actor,1
CAN,Council,U.S. National Science Foundation,not specfied,Government,1
CAN,Council,UK Research and Innovation (UKRI),not specfied,Government,1
CAN,Council,UKRI,not specfied,Government,1
CAN,Council,University of Waterloo,not specfied,Academia,1
CAN,Council,Université de Sherbrooke,not specfied,Academia,1
CAN,Council,World Economic Forum,not specfied,Civil Society,1
CAN,Council,Xanadu,not specfied,Industry,1
CAN,Creative Destruction Lab,D-Wave,Civil Society,Industry,1
CAN,Creative Destruction Lab,DND,Civil Society,Government,1
CAN,Creative Destruction Lab,DRDC,Civil Society,Government,1
CAN,Creative Destruction Lab,Defence Research and Development Canada,Civil Society,Government,1
CAN,Creative Destruction Lab,Department of National Defence,Civil Society,Government,1
CAN,Creative Destruction Lab,European Commission,Civil Society,Government,1
CAN,Creative Destruction Lab,Global Affairs Canada,Civil Society,Government,1
CAN,Creative Destruction Lab,Government of Quebec,Civil Society,Government,1
CAN,Creative Destruction Lab,Horizon Europe,Civil Society,not an actor,1
CAN,Creative Destruction Lab,IBM,Civil Society,Industry,1
CAN,Creative Destruction Lab,IBM Q System One,Civil Society,not an actor,1
CAN,Creative Destruction Lab,IBM Quantum Hub,Civil Society,Industry,1
CAN,Creative Destruction Lab,IDEaS,Civil Society,not an actor,1
CAN,Creative Destruction Lab,IQC,Civil Society,Academia,1
CAN,Creative Destruction Lab,ISED,Civil Society,Government,1
CAN,Creative Destruction Lab,Innovation for Defence Excellence and Security,Civil Society,not an actor,1
CAN,Creative Destruction Lab,"Innovation, Science and Economic Development Canada",Civil Society,Government,1
CAN,Creative Destruction Lab,Institut Quantique,Civil Society,Academia,1
CAN,Creative Destruction Lab,Institute for Quantum Computing,Civil Society,Academia,1
CAN,Creative Destruction Lab,Internet of Things,Civil Society,not an actor,1
CAN,Creative Destruction Lab,Invest in Canada,Civil Society,Government,1
CAN,Creative Destruction Lab,Mitacs,Civil Society,Civil Society,1
CAN,Creative Destruction Lab,NSERC CREATE,Civil Society,not an actor,1
CAN,Creative Destruction Lab,National Quantum Strategy,Civil Society,not an actor,1
CAN,Creative Destruction Lab,PTs,Civil Society,not an actor,1
CAN,Creative Destruction Lab,PennyLane,Civil Society,not an actor,1
CAN,Creative Destruction Lab,Perimeter Institute,Civil Society,Academia,1
CAN,Creative Destruction Lab,Quantum Advisory Council,Civil Society,Government,1
CAN,Creative Destruction Lab,Quantum Industry Canada,Civil Society,Civil Society,1
CAN,Creative Destruction Lab,Quantum Technologies Competition,Civil Society,not an actor,1
CAN,Creative Destruction Lab,Quantum Valley Ideas Lab,Civil Society,Civil Society,1
CAN,Creative Destruction Lab,Regional Business Network,Civil Society,not specified,1
CAN,Creative Destruction Lab,S&T,Civil Society,not an actor,1
CAN,Creative Destruction Lab,S&T Strategy,Civil Society,not an actor,1
CAN,Creative Destruction Lab,SSHRC,Civil Society,Government,1
CAN,Creative Destruction Lab,Secure Networks Challenge Program,Civil Society,not an actor,1
CAN,Creative Destruction Lab,Sherbrooke Quantum Innovation Zone,Civil Society,Civil Society,1
CAN,Creative Destruction Lab,Social Sciences and Humanities Research Council,Civil Society,Government,1
CAN,Creative Destruction Lab,Statistics Canada,Civil Society,Government,1
CAN,Creative Destruction Lab,Stewart Blusson Quantum Matter Institute,Civil Society,Academia,1
CAN,Creative Destruction Lab,TCS,Civil Society,Government,1
CAN,Creative Destruction Lab,The Department of National Defence and Canadian Armed Forces Quantum Science and Technology (S&T) Strategy,Civil Society,not an actor,1
CAN,Creative Destruction Lab,Trade Commissioner Service,Civil Society,Government,1
CAN,Creative Destruction Lab,Tri-Agency EDI Action Plan,Civil Society,not an actor,1
CAN,Creative Destruction Lab,U.S. National Science Foundation,Civil Society,Government,1
CAN,Creative Destruction Lab,UK Research and Innovation (UKRI),Civil Society,Government,1
CAN,Creative Destruction Lab,UKRI,Civil Society,Government,1
