original_doc_index,entity_name,ner_label,quadruple_helix_category
2,QMI,ORG,
2,AQML,ORG,
2,NPL Teddington,PERSON,
2,"State for Science, Innovation and Technology",ORG,
2,• Broaden,PERSON,
2,Quantum Strategic Advisory Board,ORG,
2,Royal Academy of Engineering,ORG,
2,TechUK,GPE,
2,Research & Development,ORG,
2,UK Research and Innovation,ORG,
2,National Quantum Research Hubs,ORG,
2,Broaden,PERSON,
2,the NPL Apprenticeship,ORG,
2,Launch,NORP,
2,Develop,ORG,
2,"Position
Navigation & Timing",ORG,
2,Council of Europe,ORG,
2,Commission the Regulatory Horizons Council,ORG,
3,LSN Report,ORG,
3,"USDA Department of Agriculture
DOD Department of Defense
DOE Department of Energy
NIH National Institutes of Health
DOI Department",ORG,
3,"the Interior
DHS Department of Homeland Security
State Department of State
",ORG,
3,NASA National Aeronautics and Space Administration,ORG,
3,NIST National Institute of Standards and Technology,ORG,
3,"NSF National Science Foundation
NSA National Security Agency",ORG,
3,ODNI Office,ORG,
3,"National Intelligence
OMB Office of Management and Budget
OSTP Office of Science and Technology",ORG,
3,Quantum,ORG,
3,the United States,GPE,
3,U.S. Government,ORG,
3,American,NORP,
3,Trump,PERSON,
3,"the
National Science and Technology Council’s",ORG,
3,NSTC,ORG,
3,Foster,PERSON,
3,Establish,NORP,
3,"the National Science and Technology
Council Subcommittee on Quantum Information Science",ORG,
3,Address,ORG,
3,Reach,ORG,
3, Foster,PERSON,
3,U.S. Quantum Consortium,ORG,
3,"the Federal
Government",ORG,
3,Seek,PERSON,
3,Identify,ORG,
3,OSTP,ORG,
3,Grand Challenges,PERSON,
3,NISQ,ORG,
3,U.S.,GPE,
3,SCQIS,ORG,
3,Nation,ORG,
3,Appendix,PERSON,
3,Grand Challenge,ORG,
3,Single,ORG,
3,America,GPE,
3,Government,ORG,
3,the National Science Foundation’s,ORG,
3,NSF,ORG,
3,"Graduate Research Fellowship
Program",ORG,
3,the Accelerating Discovery Program,ORG,
3,"the National Defense Science and Engineering
",ORG,
3,Graduate Fellowship Program,ORG,
3,the Quantum Science and Engineering Program,ORG,
3,Science Undergraduate Laboratory,ORG,
3,"the Graduate Student Research
Program",ORG,
3,the Computational Science Graduate Fellowship Program,ORG,
3,the Department of Energy,ORG,
3,DOE,ORG,
3,the National Institute of Standards and Technology’s,ORG,
3,Quantum Information Science and Engineering,ORG,
3,Network,ORG,
3,the NSTC Committee,ORG,
3,STEM,ORG,
3,quantum workforce development activities,ORG,
3,SBIR,ORG,
3,the Semiconductor Research Corporation,ORG,
3,Council of Advisors on Science and Technology,ORG,
3,"U.S. Quantum
• Workforce Consortium",ORG,
3,• Incubation & • Pre,ORG,
3,• Needs,ORG,
3,• New • Cooperative,ORG,
3,"• Consumers
• Industry
• Government",ORG,
3,"Academia
Industry",ORG,
3,QIS,ORG,
3,The U.S. Government,ORG,
3,Microsystems,NORP,
3,Engineering Sciences Application,ORG,
3,MESA,ORG,
3,Sandia National Laboratories,ORG,
3,the Federal Government,ORG,
3,Federal,ORG,
3,Amplifier Dark,PERSON,
3,"Quantum-Limited
Amplifiers",ORG,
3,Department of Energy,ORG,
3,Tools Ion Trap,PERSON,
3,The Department of Energy's Center,ORG,
3,Nanophase Materials Science,ORG,
3,CNMS,ORG,
3,Quantum Amplifier: Image,PERSON,
3,al UC Berkeley/ Dork,PERSON,
3,Lawrence Livermore Notional,ORG,
3,al Oak,PERSON,
3,MIT,ORG,
3,Lincoln,ORG,
3,Wassenaar,ORG,
3,EAR,ORG,
3,International Traffic in Arms Regulation,ORG,
3,Global Positioning Systems,ORG,
3,Americans,NORP,
3,The United States,GPE,
3,the U.S. Government,ORG,
3,Agency,ORG,
3,David Wineland,PERSON,
3,the Department of Agriculture (USDA),ORG,
3,Department of Defense,ORG,
3,National Institutes of Health,ORG,
3,NIH,ORG,
3,Department of the Interior,ORG,
3,Department of Homeland Security,ORG,
3,DHS,ORG,
3,Department of State (State,ORG,
3,National Aeronautics,ORG,
3,NASA,ORG,
3,National Institute of Standards and Technology,ORG,
3,"National Science
Foundation",ORG,
3,National Security Agency,ORG,
3,NSA,ORG,
3,Office of the Director of National Intelligence (ODNI,ORG,
3,Office of Management and Budget,ORG,
3,Office of Science and Technology Policy,ORG,
3,DOI,ORG,
3,NIST,ORG,
3,T3,ORG,
3,Governmental,GPE,
